38647,27.17,1006.80,2.10,27.17,1007.03,2.76,2.43,0.07,0.00,1.02,31.45,27.83,77.35,-0.01,-29.60,31.96,1.02,15.32,52.25,-0.07,-2.26,-13.69,0
38857,27.17,1006.80,2.09,27.17,1007.03,2.76,2.43,0.07,0.00,1.06,32.19,27.83,77.39,-0.08,-16.36,28.41,1.05,31.62,45.13,-0.11,-20.26,-6.84,0
39067,27.17,1006.80,2.08,27.17,1007.04,2.70,2.39,0.07,0.00,0.86,30.50,27.82,77.37,0.05,7.57,30.77,0.85,-79.47,52.25,-0.08,-19.17,-9.13,0
39277,27.17,1006.80,2.09,27.17,1007.04,2.67,2.38,0.08,0.00,0.81,28.61,27.83,77.36,0.00,17.27,34.32,0.81,5.25,62.94,0.06,16.24,-13.69,0
39492,27.17,1006.80,2.07,27.17,1007.04,2.67,2.37,0.08,0.00,0.97,31.35,27.84,77.42,0.02,-15.50,39.06,0.97,-32.41,64.12,0.03,10.50,-18.25,0
39702,27.17,1006.81,2.05,27.17,1007.04,2.66,2.35,0.08,0.00,1.07,27.22,27.86,77.41,0.15,26.12,37.88,1.01,-125.79,73.62,0.35,-54.87,-23.95,0
39912,27.17,1006.81,2.03,27.17,1007.04,2.65,2.34,0.08,0.01,1.11,20.65,27.82,77.39,0.04,-49.87,36.69,1.11,-32.41,97.37,-0.00,71.23,-36.50,0
40122,27.17,1006.82,1.89,27.18,1007.07,2.47,2.18,0.08,0.01,1.03,23.30,27.83,77.41,0.03,-21.79,41.43,1.02,29.72,96.19,0.11,26.18,-42.20,0
40359,27.17,1006.83,1.85,27.18,1007.07,2.45,2.15,0.08,0.01,1.03,26.49,27.80,77.37,-0.12,-18.49,40.24,1.02,190.92,80.75,0.12,-42.97,-26.23,0
40570,27.17,1006.83,1.83,27.18,1007.07,2.43,2.13,0.08,0.01,1.18,39.71,27.82,77.42,-0.13,-6.53,35.51,1.17,25.15,42.75,-0.02,4.94,-12.55,0
40780,27.17,1006.84,1.73,27.18,1007.09,2.30,2.01,0.08,0.01,1.30,43.06,27.84,77.42,-0.14,-137.70,35.51,1.29,-229.31,38.00,-0.03,4.76,-13.69,0
40995,27.17,1006.85,1.70,27.18,1007.09,2.25,1.97,0.08,0.01,0.21,8.00,27.81,77.40,0.06,-0.85,13.02,0.19,-13.61,92.62,-0.04,-80.32,-23.95,0
41205,27.17,1006.83,1.81,27.18,1007.08,2.35,2.08,0.08,0.01,0.62,9.83,27.85,77.39,-0.11,61.16,14.20,0.60,207.95,81.94,0.10,-34.67,-13.69,0
41415,27.17,1006.83,1.84,27.18,1007.07,2.41,2.13,0.08,0.01,1.17,22.96,27.83,77.40,0.13,-20.08,20.12,1.16,-29.66,47.50,-0.10,-10.07,-10.27,0
41625,27.17,1006.83,1.83,27.18,1007.07,2.41,2.12,0.08,0.01,1.05,22.45,27.80,77.38,0.09,1.46,20.12,1.02,5.43,48.69,-0.22,-7.20,-7.98,0
41838,27.18,1006.84,1.75,27.18,1007.07,2.41,2.08,0.08,0.01,0.88,28.14,27.84,77.38,-0.09,17.46,26.04,0.81,-34.55,48.69,-0.33,-12.76,-10.27,0
42048,27.18,1006.83,1.80,27.18,1007.07,2.40,2.10,0.08,0.01,1.06,26.02,27.85,77.39,0.07,36.50,28.41,1.05,-87.95,58.19,-0.06,-32.59,-10.27,0
42258,27.18,1006.83,1.81,27.19,1007.07,2.40,2.11,0.08,0.01,1.00,26.11,27.81,77.38,0.01,9.95,35.51,1.00,-44.98,72.44,-0.03,30.94,-18.25,0
42468,27.18,1006.84,1.80,27.19,1007.07,2.41,2.10,0.08,0.01,1.11,25.85,27.80,77.37,0.21,-130.86,41.43,1.04,-39.79,85.50,0.32,58.96,-27.37,0
42682,27.18,1006.84,1.80,27.19,1007.07,2.39,2.09,0.08,0.01,1.20,18.15,27.81,77.37,0.13,-17.58,29.59,1.19,-38.21,90.25,0.13,-23.25,-25.09,0
42892,27.18,1006.83,1.81,27.19,1007.07,2.43,2.12,0.08,0.01,0.85,17.60,27.80,77.35,0.06,40.53,33.14,0.83,-65.86,104.50,0.19,2.56,-35.36,0
43101,27.18,1006.82,1.89,27.19,1007.07,2.47,2.18,0.08,0.01,0.92,17.81,27.82,77.36,0.04,-67.20,34.32,0.91,-56.03,106.87,0.15,17.94,-46.77,0
43314,27.18,1006.82,1.89,27.19,1007.06,2.55,2.22,0.08,0.01,1.04,18.00,27.82,77.34,-0.01,-52.49,35.51,1.02,-68.91,109.25,0.17,-12.21,-49.05,0
43524,27.18,1006.82,1.96,27.19,1007.06,2.55,2.25,0.08,0.01,0.95,15.90,27.80,77.34,0.01,35.40,33.14,0.94,-127.56,116.37,0.13,3.91,-66.16,0
43734,27.18,1006.82,1.96,27.19,1007.05,2.56,2.26,0.08,0.01,1.19,16.54,27.81,77.39,0.09,30.03,33.14,1.18,-170.04,111.62,0.15,11.78,-86.69,0
43944,27.18,1006.82,1.96,27.19,1007.05,2.58,2.27,0.08,0.01,1.04,20.41,27.81,77.34,0.11,-11.23,33.14,1.03,-96.62,89.06,0.10,-41.69,-123.19,0
44158,27.19,1006.82,1.92,27.19,1007.06,2.54,2.23,0.08,0.01,1.03,20.20,27.80,77.34,0.07,-42.97,28.41,1.02,-81.85,77.19,0.14,-15.44,-127.75,0
44368,27.19,1006.83,1.85,27.19,1007.06,2.47,2.16,0.08,0.01,1.00,35.18,27.81,77.34,0.07,2.26,34.32,0.99,-137.57,48.69,0.15,11.72,-128.89,0
44577,27.19,1006.83,1.82,27.20,1007.07,2.41,2.11,0.08,0.01,1.17,49.48,27.77,77.34,0.03,-11.23,31.96,1.16,-169.68,27.31,0.19,-14.71,-123.19,0
44787,27.20,1006.82,1.91,27.20,1007.05,2.59,2.25,0.08,0.01,0.95,88.15,27.82,77.34,0.03,-54.20,36.69,0.94,-136.90,1.19,0.15,-57.98,-92.39,0
