时间 (s),高度 (m),垂直速度 (m/s),垂直加速度 (m/s²),总速度 (m/s),总加速度 (m/s²),平行风位置 (m),迎风位置 (m),横向跨距 (m),水平方向 (°),横向速度 (m/s),横向加速度 (m/s²),纬度 (°),经度 (°),重力加速度 (m/s²),攻角 (°),滚转角速度 (°/s),俯仰角速度 (°/s),偏航角速度 (°/s),质量 (g),推进剂质量 (g),纵向转动惯量 (kg·m²),横向转动惯量 (kg·m²),CP 压心位置 (cm),CG 重心位置 (cm),稳定裕量 (​),马赫数 (​),雷诺数 (​),推力 (N),阻力 (N),阻力系数 (​),轴向阻力系数 (​),摩擦阻力系数 (​),压差阻力系数 (​),基准阻力系数 (​),法向力系数 (​),俯仰力矩系数 (​),偏航力矩系数 (​),侧向力系数 (​),滚转力矩系数 (​),滚转力系数 (​),滚转阻尼系数 (​),俯仰阻尼系数 (​),科里奥利加速度 (m/s²),参考长度 (cm),参考面积 (cm²),垂直方向 (天顶角) (°),水平方向 (方位角) (°),风速 (m/s),空气温度 (°C),空气压力 (mbar),音速 (m/s),模拟时间步 (s),计算时间 (s)
60.555,625.015,-13.823,0.009,13.823,0.009,283.096,0.134,283.096,0.027,0.003,3.523e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.386e6,0,177.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.892,939.869,337.9,0.5,0.104
61.055,618.105,-13.819,0.009,13.819,0.009,283.097,0.134,283.097,0.027,0.003,3.516e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.387e6,0,177.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.937,940.641,337.927,0.5,0.104
61.555,611.197,-13.814,0.009,13.814,0.009,283.098,0.134,283.098,0.027,0.003,3.51e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.387e6,0,177.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.982,941.413,337.954,0.5,0.105
62.055,604.291,-13.81,0.009,13.81,0.009,283.1,0.134,283.1,0.027,0.003,3.503e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.388e6,0,177.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.027,942.185,337.981,0.5,0.105
62.555,597.387,-13.805,0.009,13.805,0.009,283.101,0.134,283.101,0.027,0.003,3.496e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.388e6,0,177.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.072,942.956,338.009,0.5,0.105
63.055,590.485,-13.801,0.009,13.801,0.009,283.102,0.134,283.102,0.027,0.003,3.489e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.389e6,0,177.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.117,943.728,338.036,0.5,0.105
63.555,583.586,-13.796,0.009,13.796,0.009,283.104,0.134,283.104,0.027,0.003,3.482e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.389e6,0,177.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.162,944.499,338.063,0.5,0.105
64.055,576.689,-13.792,0.009,13.792,0.009,283.105,0.134,283.105,0.027,0.003,3.475e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.39e6,0,177.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.207,945.27,338.09,0.5,0.105
64.555,569.795,-13.787,0.009,13.787,0.009,283.106,0.134,283.106,0.027,0.003,3.468e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.39e6,0,177.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.252,946.04,338.117,0.5,0.105
65.055,562.902,-13.783,0.009,13.783,0.009,283.108,0.134,283.108,0.027,0.003,3.461e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.391e6,0,177.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.296,946.811,338.144,0.5,0.105
65.555,556.012,-13.778,0.009,13.778,0.009,283.109,0.134,283.109,0.027,0.003,3.455e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.391e6,0,177.268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.341,947.581,338.172,0.5,0.105
66.055,549.124,-13.773,0.009,13.773,0.009,283.11,0.134,283.11,0.027,0.003,3.448e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.392e6,0,177.269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.386,948.35,338.199,0.5,0.105
66.555,542.239,-13.769,0.009,13.769,0.009,283.112,0.134,283.112,0.027,0.003,3.441e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.392e6,0,177.269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.431,949.12,338.226,0.5,0.105
67.055,535.355,-13.765,0.009,13.765,0.009,283.113,0.134,283.113,0.027,0.003,3.434e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.393e6,0,177.269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.475,949.889,338.253,0.5,0.105
67.555,528.474,-13.76,0.009,13.76,0.009,283.114,0.134,283.114,0.027,0.003,3.428e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.393e6,0,177.269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.52,950.658,338.28,0.5,0.105
68.055,521.595,-13.756,0.009,13.756,0.009,283.116,0.134,283.116,0.027,0.003,3.421e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.394e6,0,177.269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.565,951.427,338.307,0.5,0.105
68.555,514.719,-13.751,0.009,13.751,0.009,283.117,0.134,283.117,0.027,0.003,3.414e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.394e6,0,177.269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.61,952.196,338.334,0.5,0.105
69.055,507.844,-13.747,0.009,13.747,0.009,283.118,0.134,283.118,0.027,0.003,3.408e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.395e6,0,177.269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.654,952.964,338.361,0.5,0.105
69.555,500.972,-13.742,0.009,13.742,0.009,283.119,0.134,283.119,0.027,0.003,3.401e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.395e6,0,177.269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.699,953.732,338.389,0.5,0.105
70.055,494.102,-13.738,0.009,13.738,0.009,283.121,0.134,283.121,0.027,0.003,3.395e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.396e6,0,177.269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.744,954.5,338.416,0.5,0.105
70.555,487.234,-13.733,0.009,13.733,0.009,283.122,0.134,283.122,0.027,0.003,3.452e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.396e6,0,177.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.788,955.3,338.443,0.5,0.105
71.055,480.369,-13.728,0.009,13.728,0.009,283.123,0.134,283.123,0.027,0.003,3.497e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.397e6,0,177.279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.833,956.106,338.47,0.5,0.105
71.555,473.506,-13.724,0.009,13.724,0.009,283.125,0.134,283.125,0.027,0.003,3.523e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.397e6,0,177.279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.878,956.911,338.497,0.5,0.105
72.055,466.645,-13.719,0.009,13.719,0.009,283.126,0.134,283.126,0.027,0.003,3.537e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.398e6,0,177.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.922,957.716,338.524,0.5,0.105
72.555,459.787,-13.714,0.009,13.714,0.009,283.127,0.134,283.127,0.027,0.003,3.544e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.398e6,0,177.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,11.967,958.52,338.551,0.5,0.105
73.055,452.93,-13.71,0.009,13.71,0.009,283.129,0.134,283.129,0.027,0.003,3.546e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.399e6,0,177.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.011,959.325,338.578,0.5,0.105
73.555,446.077,-13.705,0.009,13.705,0.009,283.13,0.134,283.13,0.027,0.003,3.544e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.399e6,0,177.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.056,960.129,338.605,0.5,0.105
74.055,439.225,-13.7,0.009,13.7,0.009,283.131,0.134,283.131,0.027,0.003,3.541e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.4e6,0,177.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.101,960.933,338.632,0.5,0.105
74.555,432.376,-13.696,0.009,13.696,0.009,283.132,0.134,283.133,0.027,0.003,3.536e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.4e6,0,177.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.145,961.736,338.659,0.5,0.105
75.055,425.53,-13.691,0.009,13.691,0.009,283.134,0.134,283.134,0.027,0.003,3.53e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.401e6,0,177.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.19,962.54,338.686,0.5,0.105
75.555,418.685,-13.687,0.009,13.687,0.009,283.135,0.134,283.135,0.027,0.003,3.524e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.401e6,0,177.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.234,963.343,338.713,0.5,0.105
76.055,411.843,-13.682,0.009,13.682,0.009,283.136,0.134,283.136,0.027,0.003,3.518e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.402e6,0,177.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.279,964.145,338.74,0.5,0.105
76.555,405.003,-13.677,0.009,13.677,0.009,283.138,0.134,283.138,0.027,0.003,3.511e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.402e6,0,177.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.323,964.948,338.767,0.5,0.106
77.055,398.166,-13.673,0.009,13.673,0.009,283.139,0.134,283.139,0.027,0.003,3.504e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.403e6,0,177.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.367,965.75,338.794,0.5,0.106
77.555,391.33,-13.668,0.009,13.668,0.009,283.14,0.134,283.14,0.027,0.003,3.497e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.403e6,0,177.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.412,966.552,338.821,0.5,0.106
78.055,384.498,-13.664,0.009,13.664,0.009,283.142,0.134,283.142,0.027,0.003,3.491e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.404e6,0,177.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.456,967.353,338.847,0.5,0.106
78.555,377.667,-13.659,0.009,13.659,0.009,283.143,0.134,283.143,0.027,0.003,3.484e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.404e6,0,177.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.501,968.155,338.874,0.5,0.106
79.055,370.839,-13.654,0.009,13.654,0.009,283.144,0.134,283.144,0.027,0.003,3.477e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.405e6,0,177.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.545,968.956,338.901,0.5,0.106
79.555,364.013,-13.65,0.009,13.65,0.009,283.145,0.134,283.145,0.027,0.003,3.47e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.405e6,0,177.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.59,969.757,338.928,0.5,0.106
80.055,357.189,-13.645,0.009,13.645,0.009,283.147,0.134,283.147,0.027,0.003,3.463e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.406e6,0,177.281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.634,970.557,338.955,0.5,0.106
80.555,350.367,-13.641,0.009,13.641,0.009,283.148,0.134,283.148,0.027,0.003,3.456e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.407e6,0,177.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.678,971.358,338.982,0.5,0.106
81.055,343.548,-13.636,0.009,13.636,0.009,283.149,0.134,283.149,0.027,0.003,3.449e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.407e6,0,177.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.723,972.158,339.009,0.5,0.106
81.555,336.731,-13.632,0.009,13.632,0.009,283.151,0.134,283.151,0.027,0.003,3.442e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.408e6,0,177.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.767,972.958,339.036,0.5,0.106
82.055,329.917,-13.627,0.009,13.627,0.009,283.152,0.134,283.152,0.027,0.003,3.435e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.408e6,0,177.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.811,973.757,339.063,0.5,0.106
82.555,323.104,-13.623,0.009,13.623,0.009,283.153,0.134,283.153,0.027,0.003,3.429e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.409e6,0,177.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.856,974.556,339.089,0.5,0.106
83.055,316.294,-13.618,0.009,13.618,0.009,283.154,0.134,283.154,0.027,0.003,3.422e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.409e6,0,177.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.9,975.355,339.116,0.5,0.106
83.555,309.486,-13.614,0.009,13.614,0.009,283.156,0.134,283.156,0.027,0.003,3.415e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.41e6,0,177.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.944,976.154,339.143,0.5,0.106
84.055,302.68,-13.609,0.009,13.609,0.009,283.157,0.134,283.157,0.027,0.003,3.408e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.41e6,0,177.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,12.988,976.952,339.17,0.5,0.106
84.555,295.877,-13.605,0.009,13.605,0.009,283.158,0.134,283.158,0.027,0.003,3.402e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.411e6,0,177.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.033,977.751,339.197,0.5,0.106
85.055,289.076,-13.6,0.009,13.6,0.009,283.16,0.134,283.16,0.027,0.003,3.395e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.411e6,0,177.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.077,978.549,339.223,0.5,0.106
85.555,282.277,-13.596,0.009,13.596,0.009,283.161,0.134,283.161,0.027,0.003,3.388e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.412e6,0,177.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.121,979.346,339.25,0.5,0.106
86.055,275.48,-13.591,0.009,13.591,0.009,283.162,0.134,283.162,0.027,0.003,3.382e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.412e6,0,177.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.165,980.144,339.277,0.5,0.106
86.555,268.686,-13.587,0.009,13.587,0.009,283.163,0.134,283.163,0.027,0.003,3.375e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.413e6,0,177.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.209,980.941,339.304,0.5,0.106
87.055,261.894,-13.582,0.009,13.582,0.009,283.165,0.134,283.165,0.027,0.003,3.368e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.413e6,0,177.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.254,981.738,339.331,0.5,0.106
87.555,255.104,-13.578,0.009,13.578,0.009,283.166,0.134,283.166,0.027,0.003,3.362e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.414e6,0,177.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.298,982.534,339.357,0.5,0.106
88.055,248.316,-13.573,0.009,13.573,0.009,283.167,0.134,283.167,0.027,0.003,3.355e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.414e6,0,177.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.342,983.331,339.384,0.5,0.106
88.555,241.531,-13.569,0.009,13.569,0.009,283.168,0.134,283.168,0.027,0.003,3.349e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.415e6,0,177.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.386,984.127,339.411,0.5,0.106
89.055,234.747,-13.564,0.009,13.564,0.009,283.17,0.134,283.17,0.027,0.003,3.342e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.415e6,0,177.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.43,984.923,339.438,0.5,0.106
89.555,227.966,-13.56,0.009,13.56,0.009,283.171,0.134,283.171,0.027,0.003,3.336e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.416e6,0,177.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.474,985.718,339.464,0.5,0.106
90.055,221.187,-13.556,0.009,13.556,0.009,283.172,0.134,283.172,0.027,0.003,3.329e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.416e6,0,177.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.518,986.513,339.491,0.5,0.106
90.555,214.411,-13.551,0.009,13.551,0.009,283.174,0.134,283.174,0.027,0.003,3.323e-6,22,120.003,9.787,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.04,2.417e6,0,177.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,13.562,987.308,339.518,0.5,0.106
