时间 (s),高度 (m),垂直速度 (m/s),垂直加速度 (m/s²),总速度 (m/s),总加速度 (m/s²),平行风位置 (m),迎风位置 (m),横向跨距 (m),水平方向 (°),横向速度 (m/s),横向加速度 (m/s²),纬度 (°),经度 (°),重力加速度 (m/s²),攻角 (°),滚转角速度 (°/s),俯仰角速度 (°/s),偏航角速度 (°/s),质量 (g),推进剂质量 (g),纵向转动惯量 (kg·m²),横向转动惯量 (kg·m²),CP 压心位置 (cm),CG 重心位置 (cm),稳定裕量 (​),马赫数 (​),雷诺数 (​),推力 (N),阻力 (N),阻力系数 (​),轴向阻力系数 (​),摩擦阻力系数 (​),压差阻力系数 (​),基准阻力系数 (​),法向力系数 (​),俯仰力矩系数 (​),偏航力矩系数 (​),侧向力系数 (​),滚转力矩系数 (​),滚转力系数 (​),滚转阻尼系数 (​),俯仰阻尼系数 (​),科里奥利加速度 (m/s²),参考长度 (cm),参考面积 (cm²),垂直方向 (天顶角) (°),水平方向 (方位角) (°),风速 (m/s),空气温度 (°C),空气压力 (mbar),音速 (m/s),模拟时间步 (s),计算时间 (s)
30.055,1051.03,-14.115,0.01,14.115,0.01,283.013,0.134,283.013,0.027,0.003,3.68e-4,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.355e6,0,177.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.122,892.567,336.221,0.5,0.102
30.555,1043.973,-14.11,0.01,14.11,0.01,283.015,0.134,283.015,0.027,0.003,2.417e-4,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.355e6,0,177.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.168,893.318,336.249,0.5,0.102
31.055,1036.92,-14.105,0.01,14.105,0.01,283.016,0.134,283.016,0.027,0.003,1.592e-4,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.356e6,0,177.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.214,894.068,336.277,0.5,0.102
31.555,1029.868,-14.101,0.01,14.101,0.01,283.018,0.134,283.018,0.027,0.003,1.053e-4,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.356e6,0,177.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.26,894.818,336.304,0.5,0.103
32.055,1022.819,-14.096,0.009,14.096,0.009,283.019,0.134,283.019,0.027,0.003,7.005e-5,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.357e6,0,177.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.306,895.569,336.332,0.5,0.103
32.555,1015.772,-14.091,0.009,14.091,0.009,283.02,0.134,283.02,0.027,0.003,4.702e-5,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.357e6,0,177.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.352,896.318,336.36,0.5,0.103
33.055,1008.728,-14.086,0.009,14.086,0.009,283.022,0.134,283.022,0.027,0.003,3.198e-5,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.358e6,0,177.251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.397,897.068,336.388,0.5,0.103
33.555,1001.686,-14.082,0.009,14.082,0.009,283.023,0.134,283.023,0.027,0.003,2.215e-5,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.358e6,0,177.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.443,897.817,336.416,0.5,0.103
34.055,994.646,-14.077,0.009,14.077,0.009,283.024,0.134,283.025,0.027,0.003,1.574e-5,22,120.003,9.784,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.359e6,0,177.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.489,898.566,336.443,0.5,0.103
34.555,987.609,-14.072,0.01,14.072,0.01,283.026,0.134,283.026,0.027,0.003,1.161e-5,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.359e6,0,177.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.535,899.344,336.471,0.5,0.103
35.055,980.574,-14.067,0.01,14.067,0.01,283.027,0.134,283.027,0.027,0.003,8.925e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.36e6,0,177.261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.581,900.13,336.499,0.5,0.103
35.555,973.542,-14.062,0.01,14.062,0.01,283.029,0.134,283.029,0.027,0.003,7.173e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.361e6,0,177.262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.626,900.916,336.526,0.5,0.103
36.055,966.512,-14.057,0.01,14.057,0.01,283.03,0.134,283.03,0.027,0.003,6.027e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.361e6,0,177.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.672,901.702,336.554,0.5,0.103
36.555,959.485,-14.052,0.01,14.052,0.01,283.031,0.134,283.031,0.027,0.003,5.277e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.362e6,0,177.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.718,902.487,336.582,0.5,0.103
37.055,952.46,-14.047,0.01,14.047,0.01,283.033,0.134,283.033,0.027,0.003,4.785e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.362e6,0,177.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.763,903.272,336.609,0.5,0.103
37.555,945.438,-14.042,0.01,14.042,0.01,283.034,0.134,283.034,0.027,0.003,4.461e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.363e6,0,177.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.809,904.057,336.637,0.5,0.103
38.055,938.418,-14.037,0.01,14.037,0.01,283.035,0.134,283.035,0.027,0.003,4.247e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.363e6,0,177.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.855,904.842,336.665,0.5,0.103
38.555,931.4,-14.032,0.01,14.032,0.01,283.037,0.134,283.037,0.027,0.003,4.105e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.364e6,0,177.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.9,905.626,336.692,0.5,0.103
39.055,924.385,-14.027,0.01,14.027,0.01,283.038,0.134,283.038,0.027,0.003,4.009e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.364e6,0,177.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.946,906.41,336.72,0.5,0.103
39.555,917.373,-14.023,0.01,14.023,0.01,283.04,0.134,283.04,0.027,0.003,3.944e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.365e6,0,177.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,8.991,907.194,336.748,0.5,0.103
40.055,910.363,-14.018,0.01,14.018,0.01,283.041,0.134,283.041,0.027,0.003,3.899e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.365e6,0,177.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.037,907.977,336.775,0.5,0.103
40.555,903.355,-14.013,0.01,14.013,0.01,283.042,0.134,283.042,0.027,0.003,3.867e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.366e6,0,177.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.083,908.76,336.803,0.5,0.103
41.055,896.35,-14.008,0.01,14.008,0.01,283.044,0.134,283.044,0.027,0.003,3.843e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.366e6,0,177.263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.128,909.543,336.831,0.5,0.103
41.555,889.347,-14.003,0.01,14.003,0.01,283.045,0.134,283.045,0.027,0.003,3.825e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.367e6,0,177.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.174,910.326,336.858,0.5,0.103
42.055,882.347,-13.998,0.01,13.998,0.01,283.046,0.134,283.046,0.027,0.003,3.811e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.367e6,0,177.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.219,911.108,336.886,0.5,0.103
42.555,875.349,-13.993,0.01,13.993,0.01,283.048,0.134,283.048,0.027,0.003,3.798e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.368e6,0,177.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.265,911.89,336.913,0.5,0.103
43.055,868.354,-13.988,0.01,13.988,0.01,283.049,0.134,283.049,0.027,0.003,3.788e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.369e6,0,177.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.31,912.672,336.941,0.5,0.103
43.555,861.361,-13.984,0.01,13.984,0.01,283.05,0.134,283.05,0.027,0.003,3.778e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.042,2.369e6,0,177.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.356,913.454,336.968,0.5,0.103
44.055,854.37,-13.979,0.01,13.979,0.01,283.052,0.134,283.052,0.027,0.003,3.769e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.37e6,0,177.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.401,914.235,336.996,0.5,0.103
44.555,847.382,-13.974,0.01,13.974,0.01,283.053,0.134,283.053,0.027,0.003,3.761e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.37e6,0,177.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.447,915.016,337.024,0.5,0.103
45.055,840.397,-13.969,0.01,13.969,0.01,283.054,0.134,283.054,0.027,0.003,3.752e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.371e6,0,177.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.492,915.797,337.051,0.5,0.103
45.555,833.413,-13.964,0.01,13.964,0.01,283.056,0.134,283.056,0.027,0.003,3.744e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.371e6,0,177.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.537,916.577,337.079,0.5,0.103
46.055,826.432,-13.959,0.01,13.959,0.01,283.057,0.134,283.057,0.027,0.003,3.736e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.372e6,0,177.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.583,917.358,337.106,0.5,0.103
46.555,819.454,-13.955,0.01,13.955,0.01,283.058,0.134,283.058,0.027,0.003,3.729e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.372e6,0,177.264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.628,918.138,337.134,0.5,0.104
47.055,812.478,-13.95,0.01,13.95,0.01,283.06,0.134,283.06,0.027,0.003,3.721e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.373e6,0,177.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.674,918.917,337.161,0.5,0.104
47.555,805.504,-13.945,0.01,13.945,0.01,283.061,0.134,283.061,0.027,0.003,3.713e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.373e6,0,177.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.719,919.697,337.189,0.5,0.104
48.055,798.533,-13.94,0.01,13.94,0.01,283.062,0.134,283.063,0.027,0.003,3.706e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.374e6,0,177.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.764,920.476,337.216,0.5,0.104
48.555,791.564,-13.935,0.01,13.935,0.01,283.064,0.134,283.064,0.027,0.003,3.698e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.374e6,0,177.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.81,921.255,337.243,0.5,0.104
49.055,784.597,-13.931,0.01,13.931,0.01,283.065,0.134,283.065,0.027,0.003,3.69e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.375e6,0,177.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.855,922.033,337.271,0.5,0.104
49.555,777.633,-13.926,0.01,13.926,0.01,283.067,0.134,283.067,0.027,0.003,3.683e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.375e6,0,177.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.9,922.812,337.298,0.5,0.104
50.055,770.671,-13.921,0.009,13.921,0.009,283.068,0.134,283.068,0.027,0.003,3.675e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.376e6,0,177.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.945,923.59,337.326,0.5,0.104
50.555,763.712,-13.916,0.009,13.916,0.009,283.069,0.134,283.069,0.027,0.003,3.668e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.376e6,0,177.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,9.991,924.368,337.353,0.5,0.104
51.055,756.755,-13.912,0.009,13.912,0.009,283.071,0.134,283.071,0.027,0.003,3.66e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.377e6,0,177.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.036,925.145,337.381,0.5,0.104
51.555,749.8,-13.907,0.009,13.907,0.009,283.072,0.134,283.072,0.027,0.003,3.653e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.377e6,0,177.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.081,925.922,337.408,0.5,0.104
52.055,742.848,-13.902,0.009,13.902,0.009,283.073,0.134,283.073,0.027,0.003,3.646e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.378e6,0,177.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.126,926.699,337.435,0.5,0.104
52.555,735.898,-13.898,0.009,13.898,0.009,283.075,0.134,283.075,0.027,0.003,3.638e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.378e6,0,177.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.171,927.476,337.463,0.5,0.104
53.055,728.95,-13.893,0.009,13.893,0.009,283.076,0.134,283.076,0.027,0.003,3.631e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.379e6,0,177.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.217,928.253,337.49,0.5,0.104
53.555,722.005,-13.888,0.009,13.888,0.009,283.077,0.134,283.077,0.027,0.003,3.624e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.379e6,0,177.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.262,929.029,337.518,0.5,0.104
54.055,715.062,-13.884,0.009,13.884,0.009,283.079,0.134,283.079,0.027,0.003,3.616e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.38e6,0,177.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.307,929.805,337.545,0.5,0.104
54.555,708.122,-13.879,0.009,13.879,0.009,283.08,0.134,283.08,0.027,0.003,3.609e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.38e6,0,177.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.352,930.58,337.572,0.5,0.104
55.055,701.183,-13.874,0.009,13.874,0.009,283.081,0.134,283.081,0.027,0.003,3.602e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.381e6,0,177.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.397,931.356,337.6,0.5,0.104
55.555,694.247,-13.87,0.009,13.87,0.009,283.083,0.134,283.083,0.027,0.003,3.594e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.381e6,0,177.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.442,932.131,337.627,0.5,0.104
56.055,687.314,-13.865,0.009,13.865,0.009,283.084,0.134,283.084,0.027,0.003,3.587e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.382e6,0,177.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.487,932.906,337.654,0.5,0.104
56.555,680.382,-13.86,0.009,13.86,0.009,283.085,0.134,283.085,0.027,0.003,3.58e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.382e6,0,177.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.532,933.681,337.682,0.5,0.104
57.055,673.453,-13.856,0.009,13.856,0.009,283.087,0.134,283.087,0.027,0.003,3.573e-6,22,120.003,9.785,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.383e6,0,177.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.578,934.455,337.709,0.5,0.104
57.555,666.527,-13.851,0.009,13.851,0.009,283.088,0.134,283.088,0.027,0.003,3.566e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.383e6,0,177.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.623,935.229,337.736,0.5,0.104
58.055,659.602,-13.846,0.009,13.846,0.009,283.089,0.134,283.089,0.027,0.003,3.559e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.384e6,0,177.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.668,936.003,337.763,0.5,0.104
58.555,652.68,-13.842,0.009,13.842,0.009,283.091,0.134,283.091,0.027,0.003,3.552e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.384e6,0,177.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.713,936.777,337.791,0.5,0.104
59.055,645.761,-13.837,0.009,13.837,0.009,283.092,0.134,283.092,0.027,0.003,3.545e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.385e6,0,177.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.758,937.55,337.818,0.5,0.104
59.555,638.843,-13.833,0.009,13.833,0.009,283.093,0.134,283.093,0.027,0.003,3.537e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.385e6,0,177.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.803,938.323,337.845,0.5,0.104
60.055,631.928,-13.828,0.009,13.828,0.009,283.094,0.134,283.095,0.027,0.003,3.53e-6,22,120.003,9.786,NaN,NaN,NaN,NaN,1.81e4,4500,NaN,NaN,NaN,NaN,NaN,0.041,2.386e6,0,177.267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,0,10.848,939.096,337.872,0.5,0.104
